rank,lemma,gloss,kind,ref_count,ref_coverage
4155,ἄνολβος,"unblest, wretched, luckless",,4,97.63
4156,ἐπεισέρχομαι,to come in besides,L,4,97.63
4157,ἄχαρις,without grace,,4,97.63
4158,ἀπονοστέω,"to return, come home",L,4,97.63
4159,ἐκπίμπλημι,to fill up,L,4,97.63
4160,μόρος,"man's appointed doom, fate, destiny",,4,97.63
4161,τόνος,"rope, cord, brace; stretching, raising, exertion, pitch",,4,97.63
4162,ἀψευδής,"without lie and deceit, truthful, sincere, trusty",,4,97.64
4163,ἑπτακαίδεκα,seventeen,L,4,97.64
4164,ἡμιτάλαντον,a half-talent,,4,97.64
4165,κυκλοτερής,made round by turning,,4,97.64
4166,περιοικέω,to dwell round,L,4,97.64
4167,χαρακτήρ,a mark engraved,,4,97.64
4168,ἔμπλεος,quite full of,,4,97.64
4169,ῥιζόω,to make to strike root,L,4,97.64
4170,πανοπλία,suit of armour of a ὁπλίτης,L,4,97.64
4171,λόγιον,"an announcement, oracle",L,4,97.64
4172,ἐξορύσσω,to dig out,L,4,97.64
4173,πᾶσις,"acquisition, possession",,4,97.64
4174,ἐνωμοτία,"a band of sworn soldiers, a company in the Spartan army",,4,97.65
4175,συσσίτιον,"a common meal, public mess",L,4,97.65
4176,διαμετρέω,"to measure through, out",L,4,97.65
4177,κίβδηλος,"adulterated, spurious, base",,4,97.65
4178,ἐξανδραποδίζω,to reduce to utter slavery,L,4,97.65
4179,ἀντίτυπος,repelled,,4,97.65
4180,πῆμα,"suffering, misery, calamity, woe, bane",,4,97.65
4181,δίζημαι,"to seek out, look for",L,4,97.65
4182,οὐρός,a trench,,4,97.65
4183,εὔξενος,"kind to strangers, hospitable",L,4,97.65
4184,βραχίων,the arm,,4,97.65
4185,ὀσφραίνομαι,"to catch scent of, smell, scent, track",L,4,97.66
4186,σοφίζω,"to make wise, instruct",L,4,97.66
4187,κατειλέω,"to force into a narrow space, to coop up",L,4,97.66
4188,ἕννυμι,to put clothes on,L,4,97.66
4189,ἐπανάγκης,it is necessary,,4,97.66
4190,λωΐων,"more desirable, more agreeable",,4,97.66
4191,καθαγίζω,"to devote, dedicate, offer",L,4,97.66
4192,προσίστημι,"to place near, bring near",L,4,97.66
4193,κατασβέννυμι,"to put out, quench",L,4,97.66
4194,ἐπανίστημι,to set up again,L,4,97.66
4195,ἁμαρτάς,error,,4,97.66
4196,ἀνύω,"to effect, achieve, accomplish, complete",L,4,97.66
4197,ἀντιστασιώτης,one of the opposite faction,,4,97.67
4198,κρηπίς,a half-boot,,4,97.67
4199,ἀγοραῖος,"in, of the market",L,4,97.67
4200,πτύω,to spit out,L,4,97.67
4201,προσωτέρω,"further on, further",F,4,97.67
4202,ὀνειροπόλος,interpreter of dreams,,4,97.67
4203,ἡσύχιος,"still, quiet, at rest, at ease",,4,97.67
4204,αἰδοῖον,"the genitals, pudenda",L,4,97.67
4205,ἔλεγος,"a song of mourning, a lament",,4,97.67
4206,ὀρεινός,"mountainous, hilly",,4,97.67
4207,ἔκκειμαι,to be cast out,L,4,97.67
4208,ἧλιξ,of the same age,,4,97.67
4209,ἀνάγνωσις,recognition,,4,97.68
4210,θοίνη,"a meal, feast, banquet, dinner",,4,97.68
4211,βιβρώσκω,"to eat, eat up",L,4,97.68
4212,ἐνύπνιος,in dreams appearing,,4,97.68
4213,ἐξήκω,to have reached,L,4,97.68
4214,λειμών,"any moist, grassy place, a meadow, mead, holm",,4,97.68
4215,σκαιός,"left, on the left side",,4,97.68
4216,ἁλής,"assembled, thronged, in a mass, all at once",L,4,97.68
4217,ἄρκτος,a bear,,4,97.68
4218,μέση,mese,,4,97.68
4219,ὠνή,"a buying, purchasing",,4,97.68
4220,διάδοχος,succeeding,,4,97.69
4221,καταποντίζω,"to throw into the sea, drown therein",L,4,97.69
4222,οἶκτος,"pity, compassion",L,4,97.69
4223,μεσόγαια,"the inland parts, interior",,4,97.69
4224,ἀνεπιτήδειος,"unserviceable, unfit",,4,97.69
4225,ἑστία,"the hearth of a house, fireside; family",,4,97.69
4226,εὐρύς,"wide, broad",,4,97.69
4227,περιθέω,to run round,L,4,97.69
4228,ἄσφαλτος,"asphalt, bitumen",,4,97.69
4229,φάρσος,"a part, portion",,4,97.69
4230,ἀκίνητος,"unmoved, motionless",L,4,97.69
4231,ἀνώτερος,higher,,4,97.69
4232,μηρός,the thigh,,4,97.7
4233,μέδιμνος,the medimnus,,4,97.7
4234,σήσαμον,sesame seed,,4,97.7
4235,βάλανος,an acorn,,4,97.7
4236,καρπός2,the wrist,,4,97.7
4237,πρῷρα,"the forepart of a ship, a ship's head, prow, bow",,4,97.7
4238,καλάμη,the stalk,,4,97.7
4239,γόμος,"a ship's freight, burden, tonnage",,4,97.7
4240,σκῆπτρον,a staff,,4,97.7
4241,πατριά,"lineage, pedigree, by the father's side",L,4,97.7
4242,μόχθος,"toil, hard work hardship, distress, trouble",,4,97.7
4243,προφαίνω,"to bring forth, bring to light, shew forth, manifest, display",L,4,97.7
4244,κορέννυμι,"to sate, satiate, satisfy",L,4,97.71
4245,ἀνήκω,to have come up to,L,4,97.71
4246,σάγαρις,a single edged axe,,4,97.71
4247,ἁμῶς,in some way or other,,4,97.71
4248,μετοικεσία,the Removal,L,4,97.71
4249,ἀνακάμπτω,to bend back,L,4,97.71
4250,τρίβος,"a worn or beaten track, path, attrition, delay, exercise",,4,97.71
4251,ἀξίνη,an axe-head,,4,97.71
4252,ἄσβεστος,"unquenchable, inextinguishable",,4,97.71
4253,ἐκπειράζω,to tempt,L,4,97.71
4254,ῥύμη,"the force, swing, rush",,4,97.71
4255,δόμα,gift,,4,97.71
4256,ἀλώπηξ,a fox,,4,97.72
4257,ἐνθύμησις,"consideration, esteem",,4,97.72
4258,νυμφών,the bridechamber,,4,97.72
4259,ἐπίβλημα,"that which is thrown over, tapestry, hangings",L,4,97.72
4260,σκύλλω,"to rend, mangle",L,4,97.72
4261,ἐκτινάσσω,to shake out,L,4,97.72
4262,γεννητός,begotten,L,4,97.72
4263,σάκκος,"a coarse hair-cloth, sackcloth",,4,97.72
4264,ἅδος,"satiety, loathing",L,4,97.72
4265,βασίλισσα,queen,,4,97.72
4266,ἄνυδρος,"wanting water, waterless",,4,97.72
4267,καυματίζω,to burn,L,4,97.73
4268,πρόσκαιρος,"for a season, temporary",,4,97.73
4269,ζυμόω,to leaven,L,4,97.73
4270,μαθητεύω,to be pupil,L,4,97.73
4271,ἀποκεφαλίζω,behead,L,4,97.73
4272,κυνάριον,"a little dog, whelp",,4,97.73
4273,σφυρίς,nose-bag,,4,97.73
4274,μεταμορφόω,to transform,L,4,97.73
4275,γονυπετέω,"to fall on the knee, to fall down before",L,4,97.73
4276,κῆνσος,the tax,,4,97.73
4277,μύλος,a millstone,,4,97.73
4278,ὀφέλλω,"[Epic, Aeolic] owe > ὀφείλω",L,4,97.73
4279,πνίγω,"to choke, throttle, strangle",L,4,97.74
4280,σχάζω,to let loose,L,4,97.74
4281,κατακυριεύω,to gain dominion over,L,4,97.74
4282,φραγμός,"a fencing in, blocking up",L,4,97.74
4283,δεῦτε,hither! come on! come here!,,4,97.74
4284,πρωτοκαθεδρία,the first seat,,4,97.74
4285,προσήλυτος,one that has arrived at,,4,97.74
4286,κολοβόω,"to dock, curtail, shorten",L,4,97.74
4287,κατακλυσμός,"a deluge, inundation",,4,97.74
4288,κόλασις,"chastisement, correction, punishment",,4,97.74
4289,ἀλάβαστος,"globular vase for perfumes, also ἀλάβαστρον",L,4,97.74
4290,γένημα,produce,L,4,97.74
4291,περίλυπος,deeply grieved,,4,97.75
4292,κρανίον,"the upper part of the head, the skull",,4,97.75
4293,ἀπέναντι,"opposite, against",,4,97.75
4294,πλάνος,"leading astray, deceiving, (noun) wandering",,4,97.75
4295,ἀσφαλίζω,"fortify; to make safe, secure",L,4,97.75
4296,κύπτω,"to bend forward, stoop down",L,4,97.75
4297,πλοιάριον,"a skiff, boat",L,4,97.75
4298,προσκεφάλαιον,"a cushion for the head, pillow",,4,97.75
4299,τρέμω,to tremble,L,4,97.75
4300,εὔκαιρος,"well-timed, in season, seasonable",,4,97.75
4301,ῥαντίζω,to purify,L,4,97.75
4302,ἐκθαμβέω,"to amaze, astonish; mid. to be amazed",L,4,97.75
4303,τρίζω,"to utter a shrill cry, to scream, cry",L,4,97.76
4304,εἰρηνεύω,"to bring to peace, reconcile",L,4,97.76
4305,ἱκανόω,"to make sufficient, qualify",L,4,97.76
4306,ἀναπηδάω,"to leap up, start up",L,4,97.76
4307,ἀτιμάω,"to dishonour, treat lightly",L,4,97.76
4308,μεσονύκτιος,of or at midnight,,4,97.76
4309,κεράμιον,"an earthenware vessel, a jar",,4,97.76
4310,σπάω,to draw,L,4,97.76
4311,ἀναθεματίζω,to devote,L,4,97.76
4312,πορφύρα,the purple-fish,,4,97.76
4313,στεῖρα,a ship's keel,,4,97.76
4314,στεῖρα2,a cow that has not calved; a woman that is barren,,4,97.77
4315,ὀπτασία,a vision,,4,97.77
4316,σκιρτάω,"to spring, leap, bound",L,4,97.77
4317,κραταιόω,"strengthen, mid. prevail",L,4,97.77
4318,ἡγεμονεύω,"to be or act as ἡγεμών, to go before, lead the way",L,4,97.77
4319,φάτνη,"a manger, crib, feeding-trough",,4,97.77
4320,εὐλαβής,"taking hold well, holding fast",,4,97.77
4321,ὀψώνιον,provisions,,4,97.77
4322,ἦχος,sound,,4,97.77
4323,συμπληρόω,to help to fill,L,4,97.77
4324,σκορπίον,heliotropium,,4,97.77
4325,παραθέω,to run beside,L,4,97.77
4326,διανόημα,"a thought, notion",L,4,97.78
4327,ἀστράπτω,"to lighten, hurl lightnings",L,4,97.78
4328,συνάγνυμι,"to break together, break to pieces, shiver, shatter",L,4,97.78
4329,σιτευτός,"fed up, fatted",L,4,97.78
4330,χάσμα,"a yawning hollow, chasm, gulf",,4,97.78
4331,χῆρος,bereaved,,4,97.78
4332,εὐγενής,"well-born, of noble race, of high descent",,4,97.78
4333,λοιμός,"a plague, pestilence",,4,97.78
4334,αἰχμαλωτίζω,take prisoner,L,4,97.78
4335,ἐξουσιάζω,to exercise authority over,L,4,97.78
4336,ἐκτενής,"intense, zealous, instant",,4,97.78
4337,περιιάπτω,to wound all round,L,4,97.78
4338,ἐπιφωνέω,"to mention by name, tell of",L,4,97.79
4339,αἴτημα,"a request, demand",L,4,97.79
4340,ψηλαφάω,to feel,L,4,97.79
4341,ἀντλέω,"to bale out bilge-water, bale the ship",L,4,97.79
4342,κολυμβήθρα,a swimming-bath,,4,97.79
4343,παιδάριον,"a young, little boy",L,4,97.79
4344,κρίθινος,made of or from barley,,4,97.79
4345,μάννα,"manna, a morsel, grain",,4,97.79
4346,γογγυσμός,a murmuring,L,4,97.79
4347,δεκαπέντε,fifteen,L,4,97.79
4348,σύρω,"to draw, drag",L,4,97.79
4349,ὑπερῷον,"the upper part of the house, the upper story",,4,97.8
4350,ὅρασις,"seeing, the act of sight",,4,97.8
4351,ὠδίς,the pangs,,4,97.8
4352,πατριάρχης,the father,L,4,97.8
4353,διαπονέω,to work out with labour,L,4,97.8
4354,δίδημι,"to bind, fetter",L,4,97.8
4355,βλάσφημος,evil-speaking,L,4,97.8
4356,πάροικος,dwelling beside,L,4,97.8
4357,μετακαλέω,to call away to another place,L,4,97.8
4358,ἀστεῖος,of the town,,4,97.8
4359,ἀνατρέφω,"to feed up, nurse up, educate",L,4,97.8
4360,σινάς,destructive,,4,97.8
4361,σφάγιον,"a victim, offering",,4,97.81
4362,πικρία,bitterness,,4,97.81
4363,δορκάς,a kind of deer,,4,97.81
4364,ἐκνίζω,"to wash out, purge away",L,4,97.81
4365,κατασείω,"to shake down, throw down",L,4,97.81
4366,ἐπινεύω,to nod,L,4,97.81
4367,τεχνίτης,"an artificer, artisan, craftsman, skilled workman",L,4,97.81
4368,ἱερόσυλος,"a temple-robber, sacrilegious person",,4,97.81
4369,τρόφιμος,nourishing,L,4,97.81
4370,ποίμνιον,a flock,L,4,97.81
4371,ξυρέω,to shave,L,4,97.81
4372,ἐγκόπτω,"to hinder, thwart",L,4,97.81
4373,θρησκεία,religious worship,,4,97.82
4374,παραχειμάζω,to winter in,L,4,97.82
4375,πηδάλιον,a rudder,,4,97.82
4376,εὐοδόω,to help on the way,L,4,97.82
4377,φυσικός,"natural, native",L,4,97.82
4378,ἐκκαίω,to burn out,L,4,97.82
4379,σκληρότης,hardness,,4,97.82
4380,παιδευτής,"a teacher, instructor, preceptor",L,4,97.82
4381,ἐκκλίνω,to bend out of the regular line,L,4,97.82
4382,ἔνδειξις,a pointing out,,4,97.82
4383,μακαρισμός,"a pronouncing happy, blessing",,4,97.82
4384,καταλλαγή,exchange,,4,97.82
4385,περισσεία,"surplus, abundance",,4,97.83
4386,σύμφυτος,"born with one, congenital, innate, natural, inborn, inbred",L,4,97.83
4387,φανή,a torch a torch-procession,L,4,97.83
4388,σάρκινος,"of flesh, in the flesh",L,4,97.83
4389,νομοθεσία,"lawgiving, legislation",L,4,97.83
4390,παραζηλόω,provoke to jealousy,L,4,97.83
4391,ἐκκλάω,break off,L,4,97.83
4392,κεντρίζω,"to prick, goad",L,4,97.83
4393,κατακαυχάομαι,to boast against,L,4,97.83
4394,σύμβουλος,"an adviser, counsellor",,4,97.83
4395,προγράφω,to write before,L,4,97.83
4396,ἀγαθωσύνη,"goodness, kindness",L,4,97.84
4397,πλουτίζω,"to make wealthy, enrich",L,4,97.84
4398,μιμητός,to be imitated,,4,97.84
4399,ἐπιστολεύς,secretary,,4,97.84
4400,πλεονέκτης,one who has,,4,97.84
4401,σύμφωνος,"agreeing in sound, in unison",,4,97.84
4402,ἀσχημονέω,"to behave unseemly, disgrace oneself, to be put to shame",L,4,97.84
4403,ἑδραῖος,"sitting, sedentary",,4,97.84
4404,μολύνω,"to stain, sully, defile",L,4,97.84
4405,ὑποφέρω,to carry away under,L,4,97.84
4406,εἰδωλολατρεία,idolatry,,4,97.84
4407,διαίρεσις,"a dividing, division",,4,97.84
4408,ἐνεργής,productive,,4,97.85
4409,ἀσχήμων,"misshapen, unseemly, shameful",,4,97.85
4410,συγκεράννυμι,"to mix up with, commingle",L,4,97.85
4411,χοϊκός,of earth,,4,97.85
4412,ἐρύω,"to drag along the ground, drag, draw",L,4,97.85
4413,κάλυμμα,a head-covering,,4,97.85
4414,ἐνδημέω,to live in,L,4,97.85
4415,ἀγρυπνία,"sleeplessness, waking, watching",L,4,97.85
4416,ἰσότης,equality,,4,97.85
4417,ἐρεθίζω,"to rouse to anger, rouse to fight, irritate",L,4,97.85
4418,κανών,any straight rod,,4,97.85
4419,στῦλος,a pillar,,4,97.85
4420,ἐξαγοράζω,to buy up,L,4,97.86
4421,κυριότης,dominion,,4,97.86
4422,συνεγείρω,to help in raising,L,4,97.86
4423,ἄλυπος,without pain,L,4,97.86
4424,ἀνεψιός,"a first-cousin, cousin",,4,97.86
4425,πλάνης,"a wanderer, roamer, rover",,4,97.86
4426,ἀνυπότακτος,not made subject,,4,97.86
4427,ἀνδραποδιστής,"a slave-dealer, kidnapper",,4,97.86
4428,κτίσμα,"anything created, a creature",,4,97.86
4429,ὑπόνοια,a hidden thought,L,4,97.86
4430,ἄσπιλος,"without spot, spotless",,4,97.86
4431,ἀπαίδευτος,uneducated,,4,97.87
4432,ἄρτιος,"suitable, exactly fitted; ἀρτίως = ἄρτι, just now",,4,97.87
4433,αὐθάδης,"self-willed, wilful, dogged, stubborn, contumacious, presumptuous",,4,97.87
4434,ἔννοια,"a thought in the mind, notion, conception",L,4,97.87
4435,ὁρκωμοσία,"a swearing, an oath",,4,97.87
4436,ἀμίαντος,undefiled,,4,97.87
4437,τράγος,a he-goat,,4,97.87
4438,ὀπή,"an opening, hole",,4,97.87
4439,κλέος,"a rumour, report; fame, glory",,4,97.87
4440,κατακλύζω,"to dash over, flood, deluge, inundate",L,4,97.87
4441,ἴασπις,jasper,,4,97.87
4442,κυκλόθεν,from all around,,4,97.87
4443,καῦμα,burning heat,,4,97.88
4444,διπλόω,to double,L,4,97.88
4445,στρεπτός,"flexible, pliant",,4,97.88
4446,μισθοφόρος,receiving wages,,4,97.88
4447,εὐώδης,"sweet-smelling, fragrant",,4,97.88
4448,πρηνής,"with the face downwards, head-foremost (LSJ πρανής)",,4,97.88
4449,διελαύνω,to drive through,L,4,97.88
4450,καινόω,"to make new, innovate",L,4,97.88
4451,δρεπανηφόρος,bearing a scythe,,4,97.88
4452,πελταστικός,skilled in the use of the πέλτη,,4,97.88
4453,προσᾴδω,to sing to,L,4,97.88
4454,ἐκπίνω,to drink out,L,4,97.88
4455,προελαύνω,to ride on,L,4,97.89
4456,θωρακίζω,to arm with a breastplate,L,4,97.89
4457,τράγημα,that which is eaten for eating's sake,,4,97.89
4458,φιλοφρονέομαι,"to treat affectionately, to shew kindness to",L,4,97.89
4459,φιλικός,"friendly, mark of friendship",L,4,97.89
4460,ἀνακοινόω,to communicate,L,4,97.89
4461,ἐξορμάω,"to send forth, send to war",L,4,97.89
4462,λέχομαι,lie down,L,4,97.89
4463,τελέθω,"to come into being, to be quite",L,4,97.89
4464,οἰωνός,"a large bird, bird of prey",,4,97.89
4465,καταθύω,to sacrifice,L,4,97.89
4466,κήλη,a tumor,,4,97.89
4467,πότης,"a drinker, tippler, toper",L,4,97.9
4468,αἴξ,a goat,L,4,97.9
4469,διαμπερές,"through and through, right through, clean through",,4,97.9
4470,ὄχθη,"a rising ground, a bank, dyke",,4,97.9
4471,ἐγχέω,to pour in,L,4,97.9
4472,ἔκπωμα,"a drinking-cup, beaker",,4,97.9
4473,ψοφέω,"to make an inarticulate noise, to sound, make a noise",L,4,97.9
4474,διασκηνέω,separate and retire each to his billet,L,4,97.9
4475,ὄσπριον,pulse,,4,97.9
4476,ἀποσκεδάννυμι,"to scatter abroad, disperse",L,4,97.9
4477,ὄκνος,"shrinking, hesitation, unreadiness, sluggishness",L,4,97.9
4478,ὀμφαλός,the navel,,4,97.91
4479,βάδην,step by step,,4,97.91
4480,τριχῆ,"in three parts, in three ways",L,4,97.91
4481,σμῆνος,a beehive,L,4,97.91
4482,ἀναθορυβέω,"to cry out loudly, shout in applause",L,4,97.91
4483,ἀμελής,"careless, heedless, negligent",,4,97.91
4484,ἀποτρέχω,to run off,L,4,97.91
4485,κοῖλος,"hollow, hollowed",,4,97.91
4486,σύσκηνος,"one who lives in the same tent, a messmate",L,4,97.91
4487,παῦλα,"rest, a resting-point, stop, end, pause",L,4,97.91
4488,διαφανής,"seen through, transparent",L,4,97.91
4489,σωφρονίζω,"to recall a person to his senses, chasten; moderate",L,4,97.91
4490,εὐτύχημα,"a piece of good luck, a happy issue, a success",L,4,97.92
4491,καταθέω,to run down,L,4,97.92
4492,κωμάζω,"to go about with a party of revellers, to revel, make merry",L,4,97.92
4493,παμπόνηρος,"all-depraved, thoroughly knavish",L,4,97.92
4494,τριπλάσιος,"thrice as many, thrice as much, thrice as great as",,4,97.92
4495,ἐκτέμνω,to cut out,L,4,97.92
4496,ποιητός,made,L,4,97.92
4497,γραφεύς,a painter,L,4,97.92
4498,δυσμαθής,hard to learn,,4,97.92
4499,ἀντωμοσία,an oath,,4,97.92
4500,ῥητέος,one must mention,,4,97.92
4501,μιαρός,stained,,4,97.92
4502,αἰνίσσομαι,to speak in riddles,L,4,97.93
4503,καταδαρθάνω,to fall asleep,L,4,97.93
4504,συνήθης,dwelling,,4,97.93
4505,αἶσχος,"shame, disgrace",L,4,97.93
4506,ἀναβιόω,"to come to life again, return to life",L,4,97.93
4507,ἀνταδικέω,"injure in return, retaliate upon",L,4,97.93
4508,τροφεύς,one who rears,L,4,97.93
4509,καλλωπίζω,to make the face beautiful;,L,4,97.93
4510,πρώην,"lately, just now",,4,97.93
4511,ὑπερφυής,"overgrown, enormous",L,4,97.93
4512,ἀγριαίνω,"to be angered, provoked, chafed",L,4,97.93
4513,ἄκλητος,"uncalled, unbidden",L,4,97.94
4514,ὑπεραποθνῄσκω,to die for,L,4,97.94
4515,λύγξ2,"hiccup, retching",,4,97.94
4516,λύρα,lyre,,4,97.94
4517,σύστασις,"a putting together, composition",L,4,97.94
4518,φυλακτέος,to be watched,L,4,97.94
4519,ἐλλόγιμος,held in account,L,4,97.94
4520,σκοτεινός,dark,L,4,97.94
4521,ἐρώτημα,"that which is asked, a question",,4,97.94
4522,εὐφημέω,to use words of good omen,L,4,97.94
4523,γοητεία,"juggling, cheatery",,4,97.94
4524,ἐρώτησις,a questioning,,4,97.94
4525,ἐπιστημόω,make wise,L,4,97.95
4526,ἐπάνειμι,to return,L,4,97.95
4527,αὔλειος,of or belonging to the courtyard (αὐλή),,4,97.95
4528,προσβλέπω,to look at,L,4,97.95
4529,κηλέω,"to charm, bewitch, enchant, beguile, fascinate",L,4,97.95
4530,σκήπτω,"to prop, stay",L,4,97.95
4531,ἀλγεινός,"giving pain, painful, grievous",L,4,97.95
4532,ἀποσβέννυμι,"to put out, extinguish, quench",L,4,97.95
4533,συννοέω,to meditate,L,4,97.95
4534,πάππας,papa,,4,97.95
4535,πάππης,papa,,4,97.95
4536,παρακατατίθημι,deposit property with,L,4,97.95
4537,ἀποδοτέος,"one must give back, refer, assign",,4,97.96
4538,οἰκοδομικός,practised or skilful in building,L,4,97.96
4539,χορδή,"gut, gut string, sausage",,4,97.96
4540,ἀνανεύω,to throw the head back,L,4,97.96
4541,μῶν,but surely not? is it so?,,4,97.96
4542,ἑστίασις,"a feasting, banqueting, entertainment",,4,97.96
4543,μήτοι,not (μή τοι),,4,97.96
4544,ἀδυνατόω,debilitate,L,4,97.96
4545,ὑφάντης,a weaver,,4,97.96
4546,ἐμφύω,to implant,L,4,97.96
4547,παιδευτέος,to be educated,L,4,97.96
4548,ἀναγκαστέος,to be compelled,,4,97.96
4549,ἀποδεκτέος,one must receive from others,,4,97.97
4550,ταμίας,"master, controller, treasurer",,4,97.97
4551,τραγῳδέω,to act a tragedy,L,4,97.97
4552,τραγῳδός,a goat-singer,,4,97.97
4553,προσοιστέος,to be added to,,4,97.97
4554,ἀπαιδευσία,want of education,L,4,97.97
4555,φῦσα,"a pair of bellows, bellows",,4,97.97
4556,τεκτονικός,practised,,4,97.97
4557,ἀποσκοπέω,look steadily at,L,4,97.97
4558,μνήμων,mindful,,4,97.97
4559,κακουργία,"wickedness, villainy, malice",,4,97.97
4560,προπολεμέω,to make war for,L,4,97.98
4561,τοῖος,"quality, such, such-like",,4,97.98
4562,βαφή,a dipping,,4,97.98
4563,ῥύμμα,"anything for washing, soap",,4,97.98
4564,δεινόω,to make terrible: to exaggerate,L,4,97.98
4565,πολυπραγμοσύνη,"the character and conduct of the πολυπράγμων, curiosity, officiousness, meddlesomeness",,4,97.98
4566,ἕδρα,a sitting-place,,4,97.98
4567,ἀριστοκρατία,"the rule of the best, an aristocracy",L,4,97.98
4568,δριμύς,"piercing, sharp, keen",,4,97.98
4569,ἐμμελής,"sounding in unison, in tune",,4,97.98
4570,φιλήκοος,fond of hearing,L,4,97.98
4571,τειχίον,a wall,L,4,97.98
4572,ἀντιτείνω,"to stretch out in return, to offer in return, to repay",L,4,97.99
4573,πραγματεία,"the careful prosecution of an affair, diligent study, hard work",L,4,97.99
4574,μετέρχομαι,to come,L,4,97.99
4575,ἀμβλυώσσω,to be dim-sighted,L,4,97.99
4576,καταντικρύ,right opposite (adv or prep),,4,97.99
4577,ὄστρακον,an earthen vessel,,4,97.99
4578,ἀθλιότης,"suffering, wretchedness",L,4,97.99
4579,ἄκεντρος,"without sting, stingless",L,4,97.99
4580,ἀποπίμπλημι,to fill up,L,4,97.99
4581,κναφεῖον,a fuller's shop,,4,97.99
4582,ἀντίδοσις,"a giving in return, exchange",,4,97.99
4583,συκοφαντία,vexatious or dishonest prosecution,,4,97.99
4584,ἐπιβολή,a throwing,,4,98
4585,κρύβδην,secretly,,4,98
4586,ἐργαστήριον,"any place in which work is done: a workshop, manufactory",,4,98
4587,μήνυσις,laying of information,,4,98
4588,προσγράφω,"to write besides, add in writing",L,4,98
4589,συγκαταλύω,to join in putting down,L,4,98
4590,σύνδικος,"one who helps in a court of justice, an advocate",L,4,98
4591,σιτοπώλης,"corn-merchant, corn-factor",,4,98
4592,δημοτεύομαι,to be a δημότης,L,4,98
4593,προσφοιτάω,to go,L,4,98
4594,ἐξεγγυάω,to free,L,4,98
4595,κύρβεις,triangular tablets,,4,98
4596,ἐκβολή,a throwing out,,3,98.01
4597,ἐπιβοάω,to call upon,L,3,98.01
4598,συνεπάγω,to lead together against,L,3,98.01
4599,τιμωρός,upholding honour;,L,3,98.01
4600,ἐγκύπτω,to stoop down and peep in,L,3,98.01
4601,ἀποπίπτω,to fall off from,L,3,98.01
4602,πολλαχόθεν,from many places,,3,98.01
4603,ἀποκληρόω,to choose by lot from,L,3,98.01
4604,τριακόντορος,a thirty-oared ship,,3,98.01
4605,ἁλώσιμος,easy to capture/comprehend/beguile,,3,98.01
4606,καταπλήσσω,to strike down,L,3,98.01
4607,ἐπίπλοος2,"(n) sailing against, bearing down",L,3,98.01
4608,ὀκέλλω,to run,L,3,98.01
4609,χαλεπότης,"difficulty, ruggedness",,3,98.01
4610,παραπέμπω,"to send past, convey past",L,3,98.01
4611,παραβοηθέω,to come up to help,L,3,98.02
4612,τακτός,"ordered, prescribed",L,3,98.02
4613,μάσσω,to knead,L,3,98.02
4614,εὐπραγία,"well-doing, well-being, welfare, success",L,3,98.02
4615,ἀμφίβολος,"put round, encompassing",,3,98.02
4616,συναλλαγή,an interchange,,3,98.02
4617,παράσπονδος,contrary to a treaty,,3,98.02
4618,ἐφορμάω,"to stir up, rouse against",L,3,98.02
4619,ἐκτρέχω,to run out,L,3,98.02
4620,ἐφέλκω,"to draw on, drag",L,3,98.02
4621,τεχνόω,instruct in an art,L,3,98.02
4622,περιπέμπω,to send round,L,3,98.02
4623,εὐνή,a bed,,3,98.02
4624,δοράτιον,(small) spear (dim. of δόρυ),,3,98.02
4625,ἀπέραντος,"boundless, infinite",,3,98.02
4626,παρείκω,to give way,L,3,98.02
4627,σιτοδεία,want of corn,L,3,98.03
4628,ἀποδέω,to bind fast,L,3,98.03
4629,διατρέφω,to sustain continually,L,3,98.03
4630,ὑπόσχεσις,"an undertaking, engagement, promise",,3,98.03
4631,προπυνθάνομαι,"to learn by inquiring before, hear beforehand",L,3,98.03
4632,ἐπιτηρέω,to look out for,L,3,98.03
4633,ἀστυγείτων,near or bordering on a city,,3,98.03
4634,ὑποπέμπω,to send under,L,3,98.03
4635,νουμηνία,"the new moon, the first of the month",,3,98.03
4636,ὁλκάς,"a trading vessel, merchantman",,3,98.03
4637,ἐναυλίζω,to dwell,L,3,98.03
4638,ἀνέλπιστος,"unhoped for, unlooked for",,3,98.03
4639,ἐλλιπής,"wanting, lacking, defective",,3,98.03
4640,ἐκπορθέω,to pillage,L,3,98.03
4641,καταδέω,"to bind, take prisoner, convict, cast a spell on",L,3,98.03
4642,καταδέω2,"to want, lack, need",L,3,98.04
4643,παραίνεσις,"an exhortation, address",L,3,98.04
4644,ἐπικτάομαι,to gain,L,3,98.04
4645,προσβοηθέω,"to come to aid, come up with succour",L,3,98.04
4646,ἀπράγμων,free from business,,3,98.04
4647,σφαλερός,likely to make one stumble,,3,98.04
4648,προμήθεια,"foresight, forethought",,3,98.04
4649,ἐναντίωμα,"an obstacle, hindrance",,3,98.04
4650,περιτειχίζω,to wall all round,L,3,98.04
4651,ἀνάλωτος,"not to be taken, invincible, impregnable",,3,98.04
4652,ἀμαχητί,without battle,L,3,98.04
4653,ὑπεξέρχομαι,"to go out from under: to go out secretly, withdraw, retire",L,3,98.04
4654,μετάστασις,"a removing, removal",,3,98.04
4655,συμμένω,"to hold together, keep together",L,3,98.04
